age,GENDER,grade,race,parents,skl_gra,stayhome,friends,pregnant,gamble,clubs,sports,hrs_work,alc_30
14 years old,Female,Freshman - 9th,White, ,Mostly D's,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,No,No,None,10 to 19 days
16 years old,Female,Freshman - 9th,White, ,I don't know,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
15 years old,Male,Freshman - 9th,White, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
16 years old,Male,Sophomore - 10th,Other, ,Mostly D's,0 days,3 or 4,No,I have never gambled,Yes,No,21-25 hours,1 or 2 days
16 years old,Female,Sophomore - 10th,White, ,Mostly B's,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
16 years old,Female,Sophomore - 10th,Other, ,Mostly C's,0 days,5 or more,No,Once or twice per year,No,No,None,1 or 2 days
16 years old,Male,Sophomore - 10th,White, ,Mostly C's,0 days,5 or more,Yes,At least once per month,No,Yes,None,10 to 19 days
16 years old,Male,Sophomore - 10th,White, ,Mostly A's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,Yes,16-20 hours,0 days
15 years old,Male,Freshman - 9th,Asian or other Pacific Islander, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,Yes,No,None,0 days
17 years old,Male,Senior - 12th,White, ,I don't know,0 days,5 or more,No,I have never gambled,No,No,6-10 hours,6 to 9 days
18 years old or older,Female,Senior - 12th,White, ,Mostly C's,0 days,1 or 2,Yes,At least once per month,Yes,Yes,21-25 hours,10 to 19 days
15 years old,Female,Sophomore - 10th,Hispanic or Latino, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,Yes,None,1 or 2 days
15 years old,Male,Freshman - 9th,Hispanic or Latino, ,Mostly B's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
15 years old,Male,Sophomore - 10th,Black, ,Mostly E's or F's,0 days,5 or more,I don't know,Daily,No,No,More than 30 hours,10 to 19 days
17 years old,Female,Senior - 12th,White, ,Mostly B's,0 days,5 or more,No,I have never gambled,Yes,Yes,6-10 hours,6 to 9 days
17 years old,Male,Junior - 11th,Black, ,Mostly D's,0 days,None,I have never had sexual intercourse,I have never gambled,No,Yes,None,0 days
18 years old or older,Female,Senior - 12th,Hispanic or Latino, ,Mostly D's,0 days,5 or more,No,I have never gambled,No,No,5 hours or less,3 to 5 days
17 years old,Female,Junior - 11th,White, ,Mostly C's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
17 years old,Male,Senior - 12th,White, ,Mostly C's,0 days,1 or 2,No,Daily,No,Yes,16-20 hours,1 or 2 days
18 years old or older,Female,Senior - 12th,Hispanic or Latino, ,Mostly C's,0 days,None,No,I have never gambled,No,No,26-30 hours,1 or 2 days
17 years old,Female,Junior - 11th,White, ,Mostly D's,0 days,5 or more,I have never had sexual intercourse,Once or twice per year,No,No,None,0 days
17 years old,Female,Junior - 11th,Hispanic or Latino, ,Mostly B's,0 days,1 or 2,No,I have never gambled,Yes,No,6-10 hours,1 or 2 days
15 years old,Female,Sophomore - 10th,White, ,Mostly A's,1 day,5 or more,I have never had sexual intercourse,Once or twice per year,No,No,None,3 to 5 days
15 years old,Female,Sophomore - 10th,White, ,Mostly A's,0 days,5 or more,I have never had sexual intercourse,Once or twice per year,Yes,Yes,5 hours or less,0 days
15 years old,Male,Sophomore - 10th,Asian or other Pacific Islander, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
15 years old,Female,Sophomore - 10th,White, ,Mostly A's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,Yes,No,5 hours or less,0 days
15 years old,Male,Sophomore - 10th,White, ,Mostly A's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,Yes,No,None,0 days
15 years old,Male,Sophomore - 10th,White, ,Mostly A's,0 days,5 or more,No,Weekly,No,Yes,11-15 hours,1 or 2 days
17 years old,Female,Sophomore - 10th,Other, ,Mostly B's,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,No,Yes,None,0 days
17 years old,Male,Junior - 11th,White, ,Mostly C's,0 days,1 or 2,No,Weekly,No,No,5 hours or less,0 days
15 years old,Female,Freshman - 9th,White, ,Mostly D's,2 or 3 days,5 or more,No,I have never gambled,No,No,None,0 days
16 years old,Male,Sophomore - 10th,White, ,I don't know,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,No,Yes,None,0 days
18 years old or older,Female,Senior - 12th,Hispanic or Latino, ,Mostly B's,0 days,5 or more,No,Once or twice per year,Yes,Yes,26-30 hours,1 or 2 days
16 years old,Female,Junior - 11th,Black, ,Mostly B's,0 days,3 or 4,No,I have never gambled,Yes,Yes,None,1 or 2 days
18 years old or older,Female,Senior - 12th,White, , ,0 days,1 or 2,I have never had sexual intercourse,I have never gambled, , , ,1 or 2 days
17 years old,Female,Senior - 12th,Hispanic or Latino, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,No,11-15 hours,0 days
18 years old or older,Female,Senior - 12th,Asian or other Pacific Islander, ,Mostly A's,0 days,3 or 4,No,Once or twice per year,No,No,16-20 hours,0 days
18 years old or older,Female,Senior - 12th,White, ,Mostly B's,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,No,No,None,1 or 2 days
18 years old or older,Female,Senior - 12th,White, ,Mostly C's,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,No,No,6-10 hours,1 or 2 days
18 years old or older,Female,Senior - 12th,Hispanic or Latino, ,Mostly B's,0 days, ,No,I have never gambled,No,No,16-20 hours,0 days
18 years old or older,Female,Senior - 12th,White, ,Mostly C's,0 days,5 or more,No,I have never gambled,Yes,No,5 hours or less,0 days
16 years old,Female,Sophomore - 10th,Hispanic or Latino, ,I don't know,0 days,5 or more,No,I have never gambled,No,No,16-20 hours,6 to 9 days
16 years old,Female,Sophomore - 10th,Hispanic or Latino, ,Mostly C's,0 days,3 or 4,Yes,I have never gambled,No,No,None,1 or 2 days
16 years old,Male,Sophomore - 10th,White, ,Mostly C's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,No,None,1 or 2 days
16 years old,Male,Sophomore - 10th,Black, ,Mostly C's,0 days,5 or more,No,Once or twice per year,No,Yes,16-20 hours,6 to 9 days
15 years old,Female,Sophomore - 10th,White, ,Mostly C's,0 days,5 or more,No,I have never gambled,No,Yes,16-20 hours,0 days
14 years old,Female,Freshman - 9th,White, ,I don't know,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
16 years old,Male,Freshman - 9th,Hispanic or Latino, ,I don't know,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,No,No,None,1 or 2 days
16 years old,Female,Sophomore - 10th,White, ,Mostly C's,6 or more days,1 or 2,No,I have never gambled,No,No,None,6 to 9 days
14 years old,Female,Freshman - 9th,Other, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,Yes,None,3 to 5 days
16 years old,Male,Sophomore - 10th,White, ,Mostly D's,0 days,5 or more,I don't know,At least once per month,No,No,None,20 to 29 days
14 years old,Male,Freshman - 9th,White, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,At least once per month,No,Yes,16-20 hours,6 to 9 days
15 years old,Female,Freshman - 9th,Hispanic or Latino, ,I don't know,0 days,5 or more,I have never had sexual intercourse,Once or twice per year,No,No,None,6 to 9 days
14 years old,Male,Freshman - 9th,White, ,Mostly D's,0 days,3 or 4,I have never had sexual intercourse,Once or twice per year,No,Yes,None,0 days
15 years old,Female,Freshman - 9th,Black, ,Mostly B's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
16 years old,Female,Freshman - 9th,Black, ,Mostly B's,6 or more days,5 or more,No,Once or twice per year,No,Yes,None,0 days
16 years old,Male,Sophomore - 10th,Asian or other Pacific Islander, ,Mostly D's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
18 years old or older,Female,Senior - 12th,Black, ,Mostly C's,0 days,3 or 4,Yes,I have never gambled,No,No,None,0 days
16 years old,Female,Sophomore - 10th,Black, ,Mostly C's,0 days,1 or 2,I don't know,I have never gambled, ,Yes,None,0 days
15 years old,Female,Sophomore - 10th,White, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,Daily,Yes,Yes,None,6 to 9 days
15 years old,Female,Sophomore - 10th,Other, ,Mostly E's or F's,0 days,5 or more,No,I have never gambled,Yes,Yes,None,20 to 29 days
15 years old, ,Sophomore - 10th,Hispanic or Latino, ,Mostly C's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,No,No,5 hours or less,0 days
16 years old,Female,Sophomore - 10th,White, ,I don't know,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,No,Yes,None,0 days
15 years old,Male,Sophomore - 10th,Black, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,Weekly,No,No,11-15 hours,1 or 2 days
17 years old,Male,Senior - 12th,White, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,Yes,No,None,0 days
17 years old,Female,Senior - 12th,Hispanic or Latino, ,Mostly B's,0 days,1 or 2,No,I have never gambled,Yes,No,11-15 hours,0 days
18 years old or older,Female,Senior - 12th,White, ,Mostly B's,1 day,5 or more,No,I have never gambled,Yes,No,21-25 hours,1 or 2 days
17 years old,Male,Sophomore - 10th,Hispanic or Latino, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,Once or twice per year,Yes,No,None,0 days
17 years old,Female,Senior - 12th,White, ,Mostly B's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,Yes,No,6-10 hours,1 or 2 days
17 years old,Male,Senior - 12th,Hispanic or Latino, ,Mostly B's,0 days,None,No,I have never gambled,No,No,21-25 hours,0 days
18 years old or older,Female,Senior - 12th,White, ,Mostly B's,0 days,3 or 4,No,I have never gambled,Yes,No,None,0 days
18 years old or older,Male,Senior - 12th,Hispanic or Latino, ,Mostly B's,0 days,3 or 4,I have never had sexual intercourse,Once or twice per year,No,No,None,3 to 5 days
17 years old,Male,Senior - 12th,White, ,Mostly A's,0 days,1 or 2,Yes,Once or twice per year,Yes,No,None,3 to 5 days
17 years old,Female,Senior - 12th,White, ,Mostly B's,0 days,1 or 2,I have never had sexual intercourse,Once or twice per year,Yes,Yes,5 hours or less,0 days
17 years old,Female,Senior - 12th,White, ,Mostly B's,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,Yes, ,None,0 days
15 years old,Female,Freshman - 9th,Hispanic or Latino, ,Mostly C's,0 days,1 or 2,I have never had sexual intercourse,Weekly,No,No,None,1 or 2 days
15 years old,Male,Freshman - 9th, , ,Mostly C's,0 days,5 or more,I don't know,I have never gambled,Yes,Yes,None,0 days
15 years old,Female,Freshman - 9th,White, ,Mostly B's,0 days,5 or more,No,I have never gambled,No,No,None,0 days
15 years old,Male,Freshman - 9th,Other, ,Mostly D's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,Yes, ,None,0 days
15 years old,Female,Freshman - 9th,Hispanic or Latino, ,Mostly C's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
18 years old or older,Female,Senior - 12th,Hispanic or Latino, ,I don't know,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,Yes,6-10 hours,3 to 5 days
16 years old,Male,Freshman - 9th,Other, ,I don't know,0 days,3 or 4,I have never had sexual intercourse,Once or twice per year,No,Yes,6-10 hours,0 days
16 years old,Female,Junior - 11th,White, ,Mostly C's,0 days,3 or 4,No,I have never gambled,No,Yes,11-15 hours,6 to 9 days
17 years old,Male,Freshman - 9th,White, ,Mostly B's,0 days,5 or more,No,I have never gambled,No,No,None,0 days
18 years old or older,Female,Senior - 12th,Black, ,Mostly B's,0 days,5 or more,No,I have never gambled,Yes,Yes,6-10 hours,1 or 2 days
15 years old,Female,Freshman - 9th,White, ,Mostly A's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,Yes,None,1 or 2 days
15 years old,Female,Freshman - 9th,Other, ,Mostly B's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,No,None,10 to 19 days
15 years old,Female,Freshman - 9th,White, ,Mostly A's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,Yes,Yes,None,0 days
14 years old,Female,Freshman - 9th,White, ,Mostly A's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,Yes,No,None,0 days
15 years old,Male,Freshman - 9th,White, ,Mostly B's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,Yes,Yes,5 hours or less,3 to 5 days
16 years old,Male,Junior - 11th,Other, ,Mostly A's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,Yes,Yes,21-25 hours,0 days
16 years old,Female,Junior - 11th,Hispanic or Latino, ,Mostly B's,1 day,1 or 2,No,I have never gambled,Yes,Yes,26-30 hours,0 days
16 years old,Male,Junior - 11th,Other, ,Mostly A's,0 days,5 or more,I have never had sexual intercourse,I have never gambled,No,Yes,None,0 days
17 years old,Male,Senior - 12th,Hispanic or Latino, ,Mostly B's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,Yes,Yes,21-25 hours,0 days
18 years old or older,Male,Senior - 12th,Other, ,Mostly C's,0 days,5 or more,No,Weekly,Yes,No,26-30 hours,3 to 5 days
17 years old,Male,Junior - 11th,White, ,Mostly B's,0 days,5 or more,No,I have never gambled,Yes,Yes,6-10 hours,6 to 9 days
17 years old,Male,Senior - 12th,Black, ,Mostly B's,0 days,3 or 4,No,Once or twice per year,No,Yes,None,0 days
18 years old or older,Female,Senior - 12th,Hispanic or Latino, ,Mostly A's,0 days,3 or 4,No,I have never gambled,Yes,No,16-20 hours,1 or 2 days
18 years old or older,Male,Senior - 12th,White, ,Mostly A's,0 days,3 or 4,I have never had sexual intercourse,Once or twice per year,Yes,Yes,6-10 hours,0 days
13 years old or younger,Female,Freshman - 9th,Hispanic or Latino, ,Mostly A's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
15 years old,Female,Sophomore - 10th,Hispanic or Latino, ,Mostly B's,0 days,None,I have never had sexual intercourse,I have never gambled,No,Yes,None,0 days
16 years old,Male,Freshman - 9th,Asian or other Pacific Islander, ,Mostly C's,0 days,5 or more,I have never had sexual intercourse,Once or twice per year,No,No,11-15 hours,0 days
17 years old,Female,Junior - 11th,Asian or other Pacific Islander, ,Mostly A's,0 days,5 or more,No,I have never gambled,Yes,No,None,0 days
17 years old,Male,Junior - 11th, , ,Mostly B's,0 days,None,No,Once or twice per year,Yes,Yes,None,3 to 5 days
16 years old,Female,Junior - 11th,White, ,Mostly A's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,Yes,Yes,None,1 or 2 days
16 years old,Female,Junior - 11th,White, ,Mostly A's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,Yes,Yes,None,0 days
16 years old,Female,Junior - 11th,White, ,Mostly A's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,Yes,Yes,None,0 days
16 years old,Female,Junior - 11th,Black, ,Mostly A's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,Yes,Yes,None,0 days
17 years old,Male,Junior - 11th,White, ,Mostly A's,0 days,None,I have never had sexual intercourse,I have never gambled,Yes,No,None,0 days
18 years old or older,Male,Senior - 12th,Hispanic or Latino, ,Mostly B's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,No,No,More than 30 hours,0 days
18 years old or older,Male,Senior - 12th,American Indian or Alaska Native, ,Mostly D's,0 days,3 or 4,Yes,Once or twice per year,No,Yes,5 hours or less,10 to 19 days
15 years old,Female,Sophomore - 10th,Black, ,Mostly B's,0 days,1 or 2,I have never had sexual intercourse,I have never gambled,No,Yes,None,0 days
18 years old or older,Male,Senior - 12th,Black, ,Mostly C's,0 days,3 or 4,No,I have never gambled,No,Yes,21-25 hours,6 to 9 days
18 years old or older,Male,Senior - 12th,Hispanic or Latino, ,I don't know,0 days,5 or more,No,Once or twice per year,No,Yes,16-20 hours,1 or 2 days
16 years old,Female,Junior - 11th,White, ,Mostly B's,0 days,3 or 4,I have never had sexual intercourse,I have never gambled,No,No,None,0 days
16 years old,Female,Junior - 11th,Hispanic or Latino, ,I don't know,0 days,3 or 4,No,I have never gambled,No,No,None,0 days
17 years old,Male,Junior - 11th,White, ,Mostly C's,0 days,3 or 4,No,Once or twice per year,No,No,16-20 hours,10 to 19 days
17 years old,Female,Junior - 11th,White, ,Mostly B's,0 days,3 or 4,No,I have never gambled,No,No,11-15 hours,0 days
